Sentence,Label Integer,Label
به نظر من نيازي به معرفيه اين گوشي نبود با وجود note و note2 اما واسه در دست گرفتن بهتر بازار و رقابت با HTC Butterfly اين گوشي معرفي شد که شايد بشه گفت از لحاظ سخت افزاري ضعيفه,-1,Negative
کاربري گفته بود که ايفون از نظر سخت افزاري از s3 پايين تر است اما فقط در اسم دو هسته اي ايفون پايين تر از s3 است و در واقعيت ايفون 5 حتي از نوت 2 هم قدرت پردازش بالاتري را ارايه مي کند.,1,Positive
حتی رنگ‌های تولید شده در مقایسه با iPhone 4S نیز طبیعی‌تر هستند.,1,Positive
از همه نظر کارش درسته کيفيت نمايش،  داغ هم نمي‌کنه،  لگ هم نداره،  هنگ نداره،  عمر باطري 6 ساعت،  طراحي کلاسيک،  در ضمن يکي از مهمترين ويژگيهاي لپ‌تاپها گه کمتر راجع بهش صحبت ميشه مچ بودن سخت‌افزار و يکپارچه عمل کردنشونه که در بسياري از مدلها ديده نميشه.,2,Positive
اگر شما یک دانشجو باشید حتما می دانید که به دفعات برایتان پیش آمده که نیاز به گرفتن کپی و یا عکس از یک کتاب و یا جزوه داشته اید،  مهندسین عمران معمولا نیاز دارند که نقشه های خود را همراه داشته باشند،  وکلا همیشه مدارک زیادی را حمل می کنند و چندین مورد دیگر که در تمامی این ها یک پویشگرهای دستی می تواند به راحتی و در زمانی بسیار کوتاه از این مدارک  ،  نقشه ها و متون  اسکن تهیه کرده و بر روی یک حافظه ذخیره کند و درمواقع مورد نیاز در اختیار شما قرار دهد.,2,Positive
در حين فيلم برداري صداي لنز رو خيلي کمتر از دوربين رقيبش sx 40 canon ميشنويد.,1,Positive
همونطور که مي دونين اپل پردازنده 2 هسته اي داره که با وجود ios باعث قدرت بسيار زياد اون در اجراي هر برنامه و با هر شرايطي مي شه ولي ايسوس TF700T داراي يه پردازنده تک هسته اي معمولي به علاوه يه پردازنده بسيار قدرتمند 4 هسته ايه.,1,Positive
من همه مودهاي عکاسيشو با iso هاي مختلف تست کردم هيچکدوم نتيجه خوبي نميدن از فيلم‌برداريش که نگم اينقد افتضاحه که فک کنم اصلا دوربين من مشکل فني داره !,-2,Negative
در مجموع اگر که ميخواهيد گوشي اي براي 4 يا 5 سال داشته باشيد که قديمي نشه ساپورت بشه برنامه هاي متنوع و با کيفيت بالا داشته باشه اين گوشي رو از دست نديد!,1,Positive
حرف نداره ولي به نظر من PS3 کيفيت تصويرش يه کم بهتره,1,Positive
• جمع بندی ایسوس با این ایده،  تحول جالبی را در دنیای گوشی‌ها و تبلت ها ایجاد نمود.,1,Positive
لپ تاپ خيلي خوبيه از همه نظر حتما به زودي يکيشو از ديجي کالا سفارش ميدم ..,2,Positive
شک نکنين همه بزرگان بازار نياز شما رو برطرف ميکنن.,1,Positive
این قلم نه از نظر ظاهری و نه از لحاظ کارایی، شباهت زیادی به قلم Note های سامسونگ ندارد و بیشتر می‌توان آن‌را یک قلم کمکی نامید که در کار با گوشی به کاربر کمک می‌نماید اما قابلیت‌های فوق‌العاده‌ای ندارد.,-1,Negative
قيمت اين دوربين کمي بالاست ولي تعجبي ندارد چون XR550 از مدل هاي عالي و براي کاربران حرفه اي است.,2,Positive
اس 2 آخرشه حتي از اس3 کارايي دل‌پسندتري داره.,1,Positive
همچنین وجود نور مخصوص فیلم برداری،  به شما در گرفتن فیلم در شرایط نه چندان خوب نوری نیز کمک خواهد کرد.,1,Positive
شما می‌توانید عملکردهایی مانند روشن/خاموش کردن تلویزیون،  عوض کردن کانال،  دسترسی به برنامه‌های کاربردی و گشت و گذار در اینترنت را به راحتی و تنها با اتکا به فرمان‌های ساده صوتی و حرکتی کنترل نمایید.,1,Positive
مانند دیگر SuperAMOLED ها،  رنگ‌ها در این صفحه‌ی نمایش هم بسیار عمیق و زنده نمایش داده می‌شوند.,2,Positive
این در حالیست که در ایزو 400،  نویز بعلاوه‌ی مقداری کاسته شدن از جزئیات و غلظت رنگ‌ها مشاهده می‌شود.,-1,Negative
اول خودم قصد داشتم اين مدل رو تهيه کنم اما بنا به دلايلي از جمله عدم وجود بک لايت که خيلي براي من مهم بود پشيمون شدم.,-1,Negative
با چهار گوش کردن این قلم،  در دست گرفتن و کار کردن با آن بسیار راحت‌تر شده و خیلی دیرتر از کار کردن با آن احساس خستگی خواهید نمود.,1,Positive
پردازشگر قدرتمند IBM PowerPC 3 cores 3.2 GHz به همراه پردازنده ی گرافیکی Xenos،  رم 512 GDDR3 و کارت گرافیک ATI که مخصوص Xbox طراحی شده،  تلفیقی از قدرت و سرعت پردازش مناسب و گرافیک عالی را به وجود می آورد که برای هم برای کاربران عادی و هم گیمرهای حرفه ای مناسب است.,2,Positive
"با سلام

من يک هفته است که دوربين رو خريداري کردم

اولين نکته  که اين دوربين ساخت چين است

دوم اينکه در مود دستي که رنگهاي عکاسي استاندارد و کرم و سياه و سفيد دارد شما عکس کرم را نميتوانيد بگيريد و فقط سياه سفيد و استاندارد را ميتوان انتخاب کرد

سوم اينکه با توجه به قيمت آن عکسهاي خوبي نمي توان گرفت و فقط کار راه انداز است",-1,Negative
با این حال صفحه کلید ASUS X نیز کاملا دوست داشتنی است.,2,Positive
بعد از اين آپديت بسيار کار‌کردن با اين گوشي لذت‌بخش‌تر از گذشته شد چرا که احساس ميکنم گوشي قدرتمند‌تر از گذشته عمل ميکنه و هم اينکه محيط اين نسخه از آندرويد فوق‌العاده کاربردي‌تر و جذاب‌تر شده و هم چنين بسياري از امکانات Galaxy S III هم به بهش اضافه شده.,2,Positive
"که کاملا 

اشتباه ميکنند من حدود 3 هفته است که آپديت کردم هم مشکل واي فاي رفع شد هم منو و 

کيفيت ويجت ها و Wallpaper ها بالا تر رفت !",1,Positive
ولي به نظر من دوره ي گوشيهاي نصفه و نيمه و پر از ايراد ميان قيمت نوکيا ديگه به سر اومده.,-1,Negative
و اين خيلي بهتر است از اينکه گوشي شب 20% شارژ داشته باشد!,1,Positive
به قول دوستمون ديجي کالا يک e bay در سطح مليه که رو دستش نيومده .,1,Positive
به جرأت ميشه گفت يه غول به تمام معنا .,1,Positive
.تاچ خوبي نداره.,-1,Negative
در نگاه اول پايين بودن مقدار حافظه رم و فقدان دوربين دوم براي مکالمات ويدئويي به چشم ميخوره.,-1,Negative
دیافراگم f/2.0 دوربین این گوشی به این معنی است که نور بیشتری به سنسور دوربین برخورد کرده در نتیجه نه تنها سرعت عکاسی گوشی بسیار بیشتر می‌شود بلکه عکس‌ها در فضاهای کم نور از کیفیت بسیار بالاتری برخوردار خواهند بود.,2,Positive
"1-به نسبت قيمتش و در مقايسه با دوربين هاي در اين رده مثل sx40 و fz150  نويز در آن زياد است و عملا بعد از iso 1600 نويز آن شديد ميشود و عکس را خراب ميکند و عکس در حالت عادي خوب است ولي وقتي روي آن زوم کني ميفهمي چقدر نويز دارد

2-در نور کم عملکرد خوبي ندارد

3-باز هم مثل هميشه دستکاري در رنگها که از خصوصيات سوني است و افراد حرفه اي آن را نمي پسندند

4-صفحه نمايش آن گردان نيست

5-قيمتش نسبت به خصوصياتش به نظر من بالاست

6-ايزو بالا و مگاپيکسل بالا آن عملا کارايي ندارد چون حسگر اين قدرت را ندارد که عکس خوبي در ايزو بالا بگيرد و مگاپيکسل آن هم با اين حسگر نميسازد و حتي شايد عکس را خراب کند",-1,Negative
