sentence,sentiment
لطفا کد تخفیف بگذارید برای این ساعت و رنگ سفید ان,1
می‌شه صورتی یا سبزآبی اینو موجود کنین لطفا. امروز من سراغ هر چی رفتم توی سایت ناموجود بوده!,1
به نظر من یکی از بهترین وسیله هایی که تا به حال داشتم  برد عالی  کیفیت عالی  خلاصه اگه توخریدش شک دارین برین بخرین مطمئن باشین,0
این گلدان طراحیش به صورتی که خیلی یونیک و همه جا میشه ازش استفاده کرد واقعا بینظیره,0
گوشی بسیار قدرتمند با قیمت بسیار مناسب و زیبا,0
سایزشون کوچیکه و برای کفشهای مردانه خوب نیست.بعضیاشونم چسب نداشتن,0
خوب نمی شه واقعا کم مصرف بودن این لامپ ها رو بجز با آزمایش با دستگاه خاص مشخص کرد ولی نکته مهم این لامپ این هست که به محض روشن کردن لامپ خیلی خیلی خیلی داغ می شه. این داغ شدن خودش از بین برنده لامپه. به این صورت که اگه توی قاب یا شیشه های لوسترهای روشنایی ازش استفاده بشه، خیلی داغ می شه. و مطمئن نیستم که بتونه عمر زیادی اونجوری که تو مشخصاتشون نوشته بکنه. حالا در هر صورت چون گارانتی 3 ساله داره (البته اگه معتبر باشه) می شه در صورت ایجاد مشکل تعویض کرد.,1
تبلت خوبیه من تقریبا یک ماهی میشه خریدم .   بسته بندی دیجیکالا خیلی خوب بود الحمدالله . دستشون درد نکنه . اون بسته نرم افزاری اندروید هم خیلی بدرد خورد + دو تا دی وی هم نرم افزار و بازی توی پک گارانتی هماهنگ بود کلا خیلی خوب بود .   تست بازی ها تا اینجا که خیلی خوب بوده بدون لگ و روون .   نرم افزارها هم همینطور خوب بودن .     منتها درمورد Spen کند مینویسه این همه تو اینترنت میگن مثل قلم واقعی روون هست و انگار داری با قلم واقعی مینویسی پس چیه !؟ مال من مشکل داره یا نه یه کندی خاصی داره ؟     آپدیت اندروید جدید هم براش اومده ورژن 4.4.2 که البته بصورت رسمی سامسونگ عرضه نکرده و فقط تستش تو XDA ریلیس شده و تا یکی دو ماه دیگه انگار عرضه میشه کامل که خیلی عالیه .     نکته خوب دیگه اش اینه که این تبلت پیشفرض اپدیت شده به 4.1.2 هست و فارسی و کامل کامل پشتیبانی میکنه . حتی تمام منوهاش و پیامها  و هلپ هاش م فارسی میشه !    کلا خوبه ولی قیمتش خیلی دیگه رفته بالا . شاید الان انقدر با این قیمت نصرفه .,1
خیلی گوشی جالبیه خیلیی هم قشنگه با خرید این هم یه تبلت دارین هم یه همراه,0
چند روز است این روتر را خریداری کرده ام و در حال استفاده از آن هستم ...بسیار عالی و پر قدرت است... از نظر آنتن دهی واقعا حرف نداره...,0
حدود یک ماهه این گوشی رو خریدم، قبول دارم دوربین ضعیفی داره اما اگر کمی بیشتر دقت کنید میبینید که Galaxy SIII Mini هم قیمتش دوبرابره Young هست اما دوربین 5 داره  در مورد باتری هم در ابتدا نگران بودم اما بعدا متوجه شدم اکثر گوشی های Smart مشکل باتری دارند.   در کل به نسبت قیمت و کارایی نمره 9 از 10 میدم.     مزایا:  دوسیم کارته  پروسسور 1GHZ  رم 768  هنگ نمیکنه,1
من همیشه ازش استفاده میکنم و نتیجه خوبی هم داده پس در خریدش شک نکنید,0
سلام.من اواخر خرداد این گوشیو میگیرم و به کسانی که میخوان بگیرن توصیه میکنم هرگز شک نکنیدتو خریدش، چون منم خیلی برام مهمه گوشیم همه چی تموم باشه پس کلی تحقیق کردم این گوشی واقعا عالیه از نظر طراحی خیلی خوب شده و ضد آب و گرد و غبار و دوربین 12 دوآل پیکسل و سنسور اثر انگشت فوق العاده سریع، رزولوشن صفحه نمایشش و... همهی این ها با هم جمع شده تا یکی از بهترین گوشی های حالا حاضر رو بوجود بیاره.تو خریدش شک نکنید/ فقط اس 7,0
به نظر من الان دیگه ارزش خرید نداره هرچقدرم که خوب باشه   چون اندروید ویر 2 رو ساپورت نمیکنه .,2
سلام ببخشید غلط املای زیادی داشتم ـ  فقط میخواستم بگم هرکی پلی استیشن 2 داره حتماً بره این بازی سایه کلوسوس رو تهیه بکنه.  این بازی اینقدر جالبه که سونی همین بازی رو با کمی تغیرات گرافیکی واسه پلی 3 هم منتشر کرده !  Shadow of the clossus اگر درست نوشته باشم.,1
کتاب جالبیه پیشنهاد میکنم,0
لطفا این محصول رو تامین موجودی بفرمایید ... سپاس,0
اخه چرا رنگ صورتی؟؟؟,1
سلام  لطفا این رو پیشنهاد ویژه کنین من سفارش بدم,1
گزینه ی خوبیه برای خرید و در مقایسه با قیمت هم عالی هست،صدای خیلی قوی و خوبی هم داراست.,0
سلام اگه ممکنه این گوشی رو دوباره موجود کنید اخه من این گوشیو میخوام,1
لطفا این لپتاپ را با صفحه نمایش فول اچ دی و گرافیک قدرتمند انویدیا هم ارائه دهید.,1
وافعا 5s از نظر طراحی یه چیز دیگست ، مخصوصا رنگ خاکستری کهکشانی  ای کاش امسال اپل یه دستی به سر و گوشش بکشه و دوباره تولیدش کنه,0
1.این لپ تاپ دوتا گرافیک داره.یکی مال intel و یکی مال nvidia.برای انتخاب هر کدوم باید راست کلیک کنید و به nvidia control panel برید.بعد به قسمت set physx configuration وارد شید.از اونجا می تونید انتخاب کنید.  2.در مورد بازی آخرین کالاف رو با کیفیت خوب و رزولوشن 1366 در 768 اما نه با آخرین حد گرافیک اجرا می کنه ولی رزولیشن 1920 در 1080 آخرین تنظیمات واقعا نابوده و watch dogs رو با تنظیمات high و ultra texture روان اجرا می کنه ولی رو تنظیمات ultra یه مقدار افت میکنه.  3.بلوتوث مال من موبایل خودم رو پیدا کرد.  4.رنگ مال من نقره ای هست که من راضیم.  5.از نظر داغ کردن حقیقتش داغ نمی کنه فقط موقع بازی مثل کالاف(جنگهای مدرن) سمت چپ یه مقدار گرم میشه یه گرمای ملایم.  در کل با توجه به سخت افزارش من فکر می کردم بازی هایی مثل کالاف و watch dogs رو با آخرین حد تنظیمات تو همه چی از جمله رزولوشن اجرا میکنه(چون این دو بازی سخت افزار پیشنهادیشون از سخت افزار این لپ تاپ پاین تر یا برابره به غیر از قدرت cpu)که این طور نیست.,1
